casenew	weighta	P550tpr	P344pr	P425r	A172	A093r	A094r	A121r	SexHRP	A049r	G018r	G019r	Gorx	weightar	maininc	income	expenditure	hhsize
11194	4.02621500512419	169.58	337.55	2	2	4	5	1	2	2	2	1	1	.77158640216251	1	337.549987792969	169.580001831055	2
11193	21.9604271557257	1175	1184.99	1	1	1	1	3	2	5	2	3	7	4.20851021554316	0	1184.98999023438	1175	5
11193	4.60168908414493	230.579065246714	329.872	1	1	2	1	2	2	1	1	1	4	.881870620368512	0	329.872009277344	230.579071044922	1
11176	4.04408097841403	785.05435366698	1002.1225	2	1	4	5	3	1	2	2	1	6	.775010248637249	1	1002.12249755859	785.054382324219	2
11172	6.06464148605248	202.111088162297	153.3	2	1	4	3	2	1	2	1	2	3	1.16223174834757	1	153.300003051758	202.111083984375	2
11172	5.48457639462378	754.856238207142	1034.47	1	1	1	2	3	1	5	2	3	11	1.05106770560621	0	1034.46997070313	754.856262207031	5
11172	3.79705488821558	245.24	316.544	2	2	4	5	1	1	2	2	1	4	.727670011731394	1	316.544006347656	245.240005493164	2
11165	4.33221323267376	263.090594522344	449.59	1	1	1	3	1	2	4	2	3	2	.830228096945968	0	449.589996337891	263.090606689453	4
11162	3.9408270487723	277.86342476135	415.28	2	1	4	2	3	1	1	1	1	2	.755222599944866	1	415.279998779297	277.863433837891	1
11160	4.60168908414493	90.105	221.402	2	2	4	5	1	2	1	1	1	4	.881870620368512	1	221.401992797852	90.1050033569336	1
11160	6.05673851341736	871.143931750742	515.33	2	1	4	5	3	2	1	1	1	6	1.1607172176496	1	515.330017089844	871.143920898438	1
11158	3.7930214349134	260.622471141577	225.282	2	2	4	5	3	2	1	1	1	9	.726897038177383	1	225.281997680664	260.622467041016	1
11157	5.81750202204387	190.645456296057	261.01	1	1	2	3	1	1	1	1	1	4	1.11486978441269	0	261.010009765625	190.645462036133	1
11156	3.8148451062769	464.054500906726	859.17	1	1	1	2	3	1	4	2	3	8	.731079340425998	0	859.169982910156	464.054504394531	4
11152	4.22105634648557	156.56528287169	179.27	2	1	4	5	1	2	1	1	1	3	.808925920638848	1	179.270004272461	156.565277099609	1
11150	6.78661420257122	243.212502632767	234.9	2	1	4	5	1	2	2	2	1	10	1.3005910585407	1	234.899993896484	243.212509155273	2
11144	5.13787451943226	174.736688827573	291.722	2	2	4	5	1	1	1	1	1	5	.984625537922282	1	291.721984863281	174.736694335938	1
11144	5.69529619857227	261.091539662046	450.9695	2	1	4	5	3	2	1	1	1	10	1.0914501827432	1	450.969512939453	261.091552734375	1
11143	4.77812932277288	239.417996006569	338.8775	1	1	1	3	3	1	1	1	1	1	.915683739823477	0	338.877502441406	239.417999267578	1
11139	4.07855878548954	125.446521618429	381.96	1	2	1	2	3	1	1	1	1	3	.781617597495168	0	381.959991455078	125.446517944336	1
11138	3.94089526299447	632.274891760856	556.942	2	1	4	5	3	1	1	1	1	11	.755235672561751	1	556.942016601563	632.27490234375	1
11134	6.14970335046885	1034.25752569696	282.79	1	2	1	2	3	1	3	2	2	7	1.17853305809947	0	282.790008544922	1034.25756835938	3
11131	4.24517691820891	651.858787927152	692.46	1	1	1	1	3	2	2	2	1	3	.813548402332057	0	692.460021972656	651.858764648438	2
11129	4.74735942780041	150.315	157.6895	2	2	4	5	3	2	1	1	1	12	.909786977597288	1	157.689498901367	150.315002441406	1
11127	4.52161659552697	566.55832710685	740.98	1	1	1	3	3	1	4	2	3	9	.866525477765273	0	740.97998046875	566.558349609375	4
11126	3.76450969590474	461.708703350214	1184.99	1	1	1	1	3	1	2	2	1	5	.721433030395112	0	1184.98999023438	461.708709716797	2
11112	4.96695978182541	1028.15994239459	1184.99	1	1	2	1	3	2	5	2	3	10	.951871328994348	0	1184.98999023438	1028.15991210938	5
11109	7.61107858292005	810.540731234771	885.56	1	1	1	1	3	2	2	2	1	7	1.45859193632166	0	885.559997558594	810.540710449219	2
11106	3.84910402838332	1042.02292740328	1146.2875	1	1	1	2	3	1	4	2	3	8	.737644742029344	0	1146.28747558594	1042.02294921875	4
11104	4.59482973609273	196.089988766335	176.33	1	1	3	3	1	2	2	1	2	3	.880556090548807	0	176.330001831055	196.089996337891	2
11103	6.92111580393748	170.638596199485	214.7925	1	1	1	3	3	1	1	1	1	11	1.32636703089965	0	214.792495727539	170.638595581055	1
11097	5.41786158850295	353.433948224643	836.2	1	1	1	1	1	2	2	2	1	8	1.03828243776527	0	836.200012207031	353.433959960938	2
11097	3.85206350423856	494.49585795287	595.25	1	1	1	1	3	2	3	2	2	1	.738211897862931	0	595.25	494.495849609375	3
11095	5.39597839061146	558.744008961246	934.01	1	1	1	2	3	1	3	2	2	11	1.034088727815	0	934.010009765625	558.744018554688	3
11093	5.83969112378174	251.435503489022	730.465	1	1	1	1	3	1	1	1	1	10	1.11912211797048	0	730.465026855469	251.435501098633	1
11093	6.88439634707209	998.06	397.18	2	1	4	3	1	2	3	3	1	4	1.31933009085148	1	397.179992675781	998.059997558594	3
11092	4.8578757068318	527.883966407475	689.45	1	1	1	1	3	2	3	2	2	8	.930966387541788	0	689.450012207031	527.883972167969	3
11091	5.58345291260865	331.228821504238	470.21	1	1	1	2	3	2	1	1	1	11	1.07001646434692	0	470.209991455078	331.228820800781	1
11087	5.42418258212471	361.961602171671	818.38	1	1	1	1	3	1	4	2	3	6	1.03949379699981	0	818.380004882813	361.961608886719	4
11084	6.64242939113674	99.4720905312517	238.17	2	2	4	5	3	2	1	1	1	8	1.27295938965078	1	238.169998168945	99.4720916748047	1
11082	3.84989756998212	642.396295105598	1056.54	1	1	1	2	3	1	4	2	3	5	.737796816845618	0	1056.5400390625	642.396301269531	4
11079	5.10651160318259	458.296430597579	300.68	2	1	4	5	1	1	2	2	1	5	.978615128721679	1	300.679992675781	458.296417236328	2
11076	4.05942661671028	155.059207977092	150.34	1	1	2	3	2	2	3	1	3	5	.777951096512195	0	150.339996337891	155.059204101563	3
11073	6.34033760497566	1175	550.7	1	1	1	1	2	2	3	3	1	9	1.21506632777748	0	550.700012207031	1175	3
11072	4.06336702547357	471.095451286819	652.2	1	1	1	2	3	1	2	2	1	9	.778706238951643	0	652.200012207031	471.095458984375	2
11071	6.63653177292902	485.528729347339	1184.99	1	1	1	1	2	1	2	2	1	5	1.27182916634963	0	1184.98999023438	485.528717041016	2
11071	5.67679471828649	1011.01808227028	1184.99	2	1	1	1	2	1	1	1	1	4	1.0879045473039	1	1184.98999023438	1011.01806640625	1
11063	5.41667762708068	1175	1184.99	1	1	1	2	3	1	4	2	3	11	1.03805554264592	0	1184.98999023438	1175	4
11057	6.26048060310219	311.985	429.09	2	1	1	2	1	1	5	2	3	7	1.19976248119089	1	429.089996337891	311.984985351563	5
11049	3.38642819873617	502.274923133161	458.132	2	1	1	1	3	1	2	2	1	5	.648977252014367	1	458.131988525391	502.274932861328	2
11047	4.2667454133591	281.814817494621	372.303333333333	1	1	1	1	3	2	1	1	1	2	.817681802448995	0	372.303344726563	281.814819335938	1
11046	4.05812220508983	298.475204745085	481.532	2	1	4	5	3	1	2	2	1	3	.777701118240323	1	481.532012939453	298.475219726563	2
11032	5.48858354311129	153.405	152.277	2	2	4	5	3	2	1	1	1	10	1.05183563808882	1	152.276992797852	153.404998779297	1
11024	5.74232123428472	616.902652671535	906.75	1	1	1	1	3	1	1	1	1	8	1.10046209047062	0	906.75	616.902648925781	1
11023	3.84452996820955	156.045	264.7	2	2	4	4	1	2	4	2	3	7	.736768166230917	1	264.700012207031	156.044998168945	4
11021	4.01327963834742	62.0290941197442	71.89	2	2	4	4	1	2	1	1	1	1	.769107460253238	1	71.8899993896484	62.0290946960449	1
11020	5.17186317554754	182.03386523168	422.91	1	1	1	1	3	1	1	1	1	2	.991139145579337	0	422.910003662109	182.03385925293	1
11020	.001	913.946705639615	1184.99	1	1	1	1	2	1	5	2	3	8	.000191640635480347	0	1184.98999023438	913.946716308594	5
11017	4.359088199196	794.260114766646	863.74	1	1	1	1	3	2	3	2	2	8	.835378432608804	0	863.739990234375	794.260131835938	3
11016	6.76175648328299	1175	1184.99	1	1	1	1	2	1	2	2	1	8	1.29582730941971	0	1184.98999023438	1175	2
11009	5.71353925410248	703.524894244151	1184.99	1	1	1	1	3	1	2	2	1	8	1.09494629349811	0	1184.98999023438	703.52490234375	2
11006	4.85987793857677	132.652417609468	146.042	2	1	4	5	3	2	1	1	1	5	.931350096505773	1	146.042007446289	132.652420043945	1
11006	7.33599845595508	222.115	265.0245	2	2	4	5	3	2	1	1	1	6	1.40587540598208	1	265.024505615234	222.115005493164	1
11005	4.09559101147255	383.950370866039	393.6	2	1	4	5	3	1	2	2	1	2	.784881664106197	1	393.600006103516	383.950378417969	2
11004	2.47960568207822	118.062227177114	225	2	1	4	2	2	2	3	1	3	2	.475193208654149	1	225	118.062225341797	3
11003	5.75913296544112	120.771474841392	224.992	2	2	4	5	1	2	1	1	1	11	1.10368390131295	1	224.992004394531	120.771476745605	1
10992	6.30104469537762	840.762325866587	1184.99	1	1	1	2	3	1	4	2	3	7	1.20753620961224	0	1184.98999023438	840.762329101563	4
10992	4.26622097322108	348.895062772572	496.92	1	1	1	1	3	2	2	1	2	8	.817581298407673	0	496.920013427734	348.895050048828	2
10990	6.3822654658139	86.677968655721	189.8645	2	2	4	5	3	1	1	1	1	2	1.22310140967285	1	189.864501953125	86.6779708862305	1
10990	11.2425408240447	133.150793435712	248.717	2	2	4	5	3	2	1	1	1	2	2.15452766793367	1	248.716995239258	133.150787353516	1
10986	3.54709180967687	320.965906437119	482.6	2	1	4	5	3	2	1	1	1	4	.679766928513611	1	482.600006103516	320.965911865234	1
10984	5.95423468480868	126.365499869144	504.042	2	1	4	5	3	1	1	1	1	10	1.14107331879586	1	504.0419921875	126.365501403809	1
10983	4.33261363663783	299.218222949844	137.35	1	1	1	3	2	1	4	2	3	2	.830304830616093	0	137.350006103516	299.218231201172	4
10978	5.59154946301449	172.464640317083	101	2	1	4	1	1	1	1	1	1	5	1.07156809241189	1	101	172.464645385742	1
10977	5.06112113525548	600.955	621.51	2	1	2	4	2	2	4	4	1	5	.969916470603376	1	621.510009765625	600.955017089844	4
10974	6.01367711466108	1175	1184.99	1	1	1	4	2	1	4	2	3	9	1.15246490382727	0	1184.98999023438	1175	4
10969	3.77666678389553	718.954942283154	1184.99	2	1	1	1	3	1	2	2	1	9	.723762822463259	1	1184.98999023438	718.954956054688	2
10969	4.8716996420137	311.91	35.25	2	2	4	3	3	1	1	1	1	9	.933615615264887	1	35.25	311.910003662109	1
10969	10.2579922776134	664.396794457854	966.67	1	1	1	1	1	1	4	4	1	2	1.96584815883432	0	966.669982910156	664.396789550781	4
10967	10.1224405091101	1022.35115488848	1184.99	2	1	4	5	3	1	5	4	2	8	1.93987093177787	1	1184.98999023438	1022.35113525391	5
10965	3.31677014772524	144.24	250	2	1	2	3	2	2	2	1	2	12	.635627938852311	1	250	144.240005493164	2
10958	5.32101376050996	302.490897117221	554.16	1	1	1	3	2	1	1	1	1	9	1.0197224584638	0	554.159973144531	302.490905761719	1
10957	3.10684189925848	788.765936697239	947.78	1	1	1	1	2	1	2	2	1	3	.595397155910864	0	947.780029296875	788.765930175781	2
10953	4.67409935759681	346.808102299799	491.23	1	1	2	3	3	1	2	2	1	2	.895747371188136	0	491.230010986328	346.80810546875	2
10947	3.52101242225993	392.355415802126	496.57	1	1	2	3	3	2	3	1	3	4	.67476905813609	0	496.570007324219	392.355407714844	3
10947	3.34887820370253	1175	985.5875	2	1	4	5	3	1	1	1	1	4	.641781147103836	1	985.587524414063	1175	1
10947	4.56618955375262	446.531871589785	11.93	2	1	4	1	3	1	2	2	1	6	.875067467804876	1	11.9300003051758	446.531860351563	2
10939	4.13183644029546	147.792441900653	755.8625	2	1	4	5	3	1	1	1	1	11	.791827761119077	1	755.862487792969	147.792434692383	1
10936	3.32373144078842	253.49	255.2395	2	1	4	5	3	1	2	2	1	12	.636962005478703	1	255.239501953125	253.490005493164	2
10931	4.27976239333695	274.455888554813	628.125	1	1	1	3	3	1	2	2	1	9	.820176384763986	0	628.125	274.455902099609	2
10930	4.18160911903471	323.31	159.8	2	1	3	3	1	1	4	4	1	2	.801366228902227	1	159.800003051758	323.309997558594	4
10927	2.31912128931954	216.057460415845	336.5215	2	1	4	5	3	1	2	2	1	1	.444437877641199	1	336.521514892578	216.057464599609	2
10918	2.52500964470818	371.992859166348	353	2	1	4	1	3	1	2	2	1	1	.483894452905882	1	353	371.992858886719	2
10914	7.20386309965514	473.034760655871	462.79	2	1	4	2	2	1	1	1	1	10	1.38055290233134	1	462.790008544922	473.034759521484	1
10913	4.62937607994934	648.258487047289	857.3	1	1	1	1	3	1	3	2	2	3	.887176573839011	0	857.299987792969	648.258483886719	3
10913	5.58341418653684	545.567580080379	868.529038461538	1	1	1	3	3	1	3	2	2	9	1.07000904285791	0	868.529052734375	545.567565917969	3
10906	5.91007468849346	350.97841077704	280.512	2	1	4	5	3	2	1	1	1	7	1.1326104690392	1	280.511993408203	350.978424072266	1
10906	5.623016831743	408.29959236173	587.92	1	1	1	3	3	1	3	2	2	5	1.07759851895192	0	587.919982910156	408.299591064453	3
10900	4.18816724560989	217.871807837603	180.135	2	1	4	1	3	1	2	2	1	11	.802623032446655	1	180.134994506836	217.871810913086	2
10896	5.26873526460246	297.681117855366	540.675	1	1	1	4	3	1	2	2	1	10	1.00970377428613	0	540.674987792969	297.681121826172	2
10896	3.45785173067349	521.995791197584	567.97	1	1	1	3	1	1	2	2	1	2	.662664903063086	0	567.969970703125	521.995788574219	2
10896	3.32899895236733	590.093604215309	1184.99	1	1	1	1	3	1	2	2	1	5	.637971474745085	0	1184.98999023438	590.093627929688	2
10894	3.17517748452229	697.886698352794	1184.99	2	1	4	5	3	1	2	2	1	10	.608493030896741	1	1184.98999023438	697.88671875	2
10890	3.50681272003414	616.676797273815	1184.99	1	1	1	2	3	1	4	2	3	11	.672047818177909	0	1184.98999023438	616.676818847656	4
10886	9.47601372311993	437.895377848561	619.91	1	1	1	2	2	1	1	1	1	7	1.81598929171919	0	619.909973144531	437.895385742188	1
10885	4.52161659552697	494.36589902824	666.98	1	1	1	2	3	1	4	2	3	9	.866525477765273	0	666.97998046875	494.365905761719	4
10885	3.93214147963933	210.460240610387	344.64	1	1	1	2	3	2	1	1	1	6	.753558091956714	0	344.640014648438	210.460235595703	1
10883	6.53065386842676	271.50639350681	479.72	1	1	1	1	2	1	5	2	3	8	1.25153865744749	0	479.720001220703	271.506408691406	5
10880	6.36905473855836	560.454065246714	424.865	2	2	4	5	3	1	1	1	1	4	1.22056969750644	1	424.864990234375	560.454040527344	1
10873	2.58155008432911	422.322900469821	813.57	1	1	1	1	3	1	5	2	3	6	.494729898685175	0	813.570007324219	422.322906494141	5
10872	5.44369339588407	84.565	28	2	1	3	3	1	2	1	1	1	6	1.04323286174739	1	28	84.5650024414063	1
10871	2.62809487385685	71.385	258.84	2	2	4	5	1	1	2	2	1	5	.50364977172857	1	258.839996337891	71.3850021362305	2
10857	6.46787693293172	69.6284924652759	71	2	1	3	4	1	2	1	1	1	7	1.23950804563571	1	71	69.6284942626953	1
10857	4.55709829312718	171.468789985524	159.14	2	2	4	5	1	2	1	1	1	3	.873325212841299	1	159.139999389648	171.468795776367	1
10856	3.67843976568368	670.562703912584	571.04	1	1	1	3	1	1	2	2	1	5	.704938534271801	0	571.039978027344	670.562683105469	2
10854	3.36094276388032	1175	637.5025	2	1	4	5	3	1	2	2	1	8	.644093207083098	1	637.502502441406	1175	2
10844	10.3098491904907	804.06428497027	1119.14	1	1	1	1	3	2	3	3	1	2	1.97578605057219	0	1119.14001464844	804.064270019531	3
10839	4.98615978570382	483.6899106632	779.662	2	1	4	5	3	1	2	2	1	2	.955550829938832	1	779.661987304688	483.689910888672	2
10838	5.83468007149135	175.11	164.05	1	2	4	3	1	2	2	2	1	2	1.11816179672512	0	164.050003051758	175.110000610352	2
10835	5.74507196018028	149.285	225.272	2	1	4	5	1	2	1	1	1	2	1.10098924132927	1	225.272003173828	149.285003662109	1
10832	3.92445240344611	233.298487926587	132.45	1	1	2	3	3	2	2	1	2	11	.752084552508788	0	132.449996948242	233.298492431641	2
10829	5.96167393054048	523.220330245916	717.213333333333	1	1	1	3	3	1	2	2	1	11	1.1424989805754	0	717.213317871094	523.220336914063	2
10822	4.22623171694776	633.704597514995	329.574	2	2	4	5	1	1	2	2	1	11	.809917731923069	1	329.574005126953	633.70458984375	2
10818	5.12066765690576	119.983786733159	180.202	2	2	4	5	3	1	1	1	1	3	.98132800385308	1	180.201995849609	119.983787536621	1
10816	4.62404815048694	221.225	127.19	2	1	4	5	2	1	1	1	1	8	.886155526051042	1	127.190002441406	221.225006103516	1
10809	4.8354600387437	443.343668359942	452.85	2	1	2	3	2	2	3	1	3	8	.926670634664667	1	452.850006103516	443.343658447266	3
10807	5.82237151782627	358.037898012261	511.42	1	1	1	3	2	1	2	2	1	9	1.1158029776789	0	511.420013427734	358.037902832031	2
10805	3.79237051178035	160.865123363198	135.042	2	2	4	5	3	1	1	1	1	6	.726772294854516	1	135.042007446289	160.865127563477	1
10798	5.82237151782627	362.412391685836	1184.99	1	1	1	1	3	2	2	2	1	9	1.1158029776789	0	1184.98999023438	362.412384033203	2
10797	5.32395479657117	1175	837.02	1	1	1	1	3	1	1	1	1	5	1.02028608048354	0	837.02001953125	1175	1
10796	2.82553606495179	426.202579429622	465.13	2	1	4	1	2	2	3	1	3	6	.54148752706	1	465.130004882813	426.202575683594	3
10780	7.84540574760687	746.134046187971	1184.99	1	1	1	1	3	1	3	2	2	11	1.50349854307255	0	1184.98999023438	746.134033203125	3
10779	3.17734980812086	218.638710150727	321.5765	2	1	4	5	3	1	2	2	1	8	.608909336371642	1	321.576507568359	218.638717651367	2
10777	6.44315486705645	225.65	368.15	2	1	4	5	3	1	4	3	2	10	1.23477029322099	1	368.149993896484	225.649993896484	4
10773	6.05673851341736	193.771387868264	226.882	2	2	4	5	3	2	1	1	1	6	1.1607172176496	1	226.88200378418	193.771392822266	1
10767	5.98400278051898	80.505	76	2	2	3	4	1	1	1	1	1	3	1.14677809557482	1	76	80.504997253418	1
10766	5.1077576542387	389.463781932776	178.84	2	1	2	3	3	2	2	2	1	9	.978853922737912	1	178.839996337891	389.463775634766	2
10765	4.98519945372996	180.131853896521	174.2125	2	1	4	5	3	1	1	1	1	2	.95536679130909	1	174.212493896484	180.131851196289	1
10764	4.697643618381	169.83	185.962	2	2	4	5	1	1	1	1	1	2	.900259408286733	1	185.962005615234	169.830001831055	1
10763	5.79677987530148	409	302.042	2	1	4	5	1	2	2	2	1	12	1.11089857904246	1	302.0419921875	409	2
10763	5.44436495173211	336.173082616029	1184.99	1	1	1	1	3	1	2	2	1	6	1.04336155913687	0	1184.98999023438	336.173095703125	2
10760	5.0505273486064	420.838595741276	1039.0025	1	1	1	1	3	1	2	2	1	3	.967886270597805	0	1039.00244140625	420.838592529297	2
10760	4.67710883395748	1175	1184.99	1	1	1	1	3	1	1	1	1	5	.896324109150357	0	1184.98999023438	1175	1
10760	6.96656570114355	262.98692066254	372.155	1	1	4	5	1	2	2	2	1	7	1.33507707808274	0	372.154998779297	262.986907958984	2
10759	6.18481391574804	340.87	629.73	1	1	1	3	2	1	3	2	2	5	1.18526166914165	0	629.72998046875	340.869995117188	3
10749	2.52500964470818	293.698354655839	182.224	2	2	4	5	1	1	2	2	1	1	.483894452905882	1	182.223999023438	293.698364257813	2
10749	4.61376170135936	207.010900784794	323.47	2	1	1	1	1	2	3	1	3	7	.884184224403397	1	323.470001220703	207.010894775391	3
10747	4.04850610964173	419.446197616125	250.464	2	2	4	5	3	1	2	2	1	3	.775858283597809	1	250.464004516602	419.446197509766	2
10746	4.95120788326404	734.344192211979	486.65	1	1	1	3	2	1	4	2	3	11	.948852625144026	0	486.649993896484	734.344177246094	4
10736	5.9901182357809	1175	1184.99	2	1	4	5	3	1	2	2	1	7	1.14795006530747	1	1184.98999023438	1175	2
10733	7.01194931117178	154.009251068329	138.85	2	1	4	3	3	1	1	1	1	7	1.34377442194894	1	138.850006103516	154.009246826172	1
10732	6.41531818001828	87.8045123293572	119.875	2	2	4	5	3	2	1	1	1	10	1.22943565282733	1	119.875	87.8045120239258	1
10729	4.07855878548954	73.3550194779899	253.722	2	2	4	5	3	1	1	1	1	3	.781617597495168	1	253.72200012207	73.3550186157227	1
10729	6.2385296058243	83.6523255307905	236.802	2	2	4	5	3	1	1	1	1	7	1.19555577812313	1	236.802001953125	83.6523284912109	1
10728	9.20025817722829	202.727469285378	316.612	2	2	4	5	2	2	1	1	1	6	1.76314332366729	1	316.611999511719	202.727462768555	1
10726	7.50576762464081	320.899835216346	200.3	1	1	2	3	1	1	3	2	2	11	1.43841007735398	0	200.300003051758	320.899841308594	3
10722	5.48150519730655	264.965700136346	255.77	1	1	1	2	3	1	1	1	1	5	1.05047913940065	0	255.770004272461	264.965698242188	1
10722	4.64629020043177	935.062098891046	1177.58	1	1	1	1	3	1	5	2	3	11	.890418006636855	0	1177.57995605469	935.062072753906	5
10719	6.37295530404197	324.006066526344	1184.99	1	1	1	1	3	1	3	2	2	2	1.22131720435445	0	1184.98999023438	324.006072998047	3
10716	3.17734980812086	651.872138602754	657.72	2	1	4	5	3	1	2	2	1	8	.608909336371642	1	657.719970703125	651.872131347656	2
10716	4.58054592538201	158.185661827969	253.662	2	2	2	3	1	2	1	1	1	9	.877818731987123	1	253.662002563477	158.185668945313	1
10705	5.92064240886785	303.295	300.28	1	1	1	2	2	1	2	2	1	12	1.13463567368733	0	300.279998779297	303.295013427734	2
10704	4.2807758679759	729.533971515201	1034.13	1	1	1	3	3	1	2	2	1	9	.820370607687837	0	1034.13000488281	729.533996582031	2
10704	4.18048042431668	182.977339392612	798.13	1	1	1	3	3	1	2	2	1	4	.801149925129201	0	798.130004882813	182.977340698242	2
10702	4.59431991788427	147.292030704503	285.862	2	2	4	5	3	2	1	1	1	8	.880458388663358	1	285.861999511719	147.292037963867	1
10701	3.49462742519254	1175	580.9865	2	1	4	5	3	1	2	2	1	3	.669712620530948	1	580.986511230469	1175	2
10693	3.68795679671548	414.20778946944	628.7625	1	1	1	1	3	2	4	2	3	8	.706762384146621	0	628.762512207031	414.207794189453	4
10689	4.0535015925644	1175	617.23	1	1	1	1	3	2	4	2	3	8	.776815621119642	0	617.22998046875	1175	4
10683	5.48150519730655	585.313195703782	549.96	1	2	1	3	3	1	1	1	1	5	1.05047913940065	0	549.960021972656	585.313171386719	1
10681	8.71236900742273	62.8	135.962	2	2	4	5	3	2	1	1	1	5	1.66964393312177	1	135.962005615234	62.7999992370605	1
10680	6.58417411426815	1033.22908196236	1151.13	1	1	1	3	3	1	5	4	2	11	1.2617953113716	0	1151.13000488281	1033.22912597656	5
10679	4.04214264900149	243.270378408375	349.5	1	1	1	3	1	2	1	1	1	2	.774638785956859	0	349.5	243.270385742188	1
10678	6.70566498260724	559.393142302182	773.3915	1	1	4	5	3	1	3	3	1	2	1.28507789858516	0	773.391479492188	559.393127441406	3
10677	5.49280490272656	488.577508785631	359.64	2	1	4	1	3	1	1	1	1	7	1.05264462212809	1	359.640014648438	488.577514648438	1
10674	5.25212052882716	804.420837196932	1184.99	1	1	1	1	3	1	4	4	1	3	1.00651971576382	0	1184.98999023438	804.420837402344	4
10673	5.19696103244846	421.535514355759	820.53	1	1	1	1	2	1	3	2	2	5	.995948914825024	0	820.530029296875	421.535522460938	3
10672	6.30682099396782	212.656990826565	321.39	2	1	2	4	2	1	1	1	1	9	1.20864318314479	1	321.390014648438	212.656997680664	1
10662	4.47659045003961	678.220652857318	401.0695	2	1	4	5	3	2	1	1	1	11	.857896638630844	1	401.069488525391	678.220642089844	1
10662	4.98558202770602	364.715773665922	203.7	2	1	3	2	3	2	3	1	3	8	.95544010802898	1	203.699996948242	364.715759277344	3
10658	8.49591140683485	540.619138974847	988.42	1	1	1	2	3	1	1	1	1	7	1.62816186099056	0	988.419982910156	540.619140625	1
10655	3.56494596500626	690.153698217796	883.6	1	1	1	1	3	1	5	3	3	2	.6831885101869	0	883.599975585938	690.153686523438	5
10654	4.91958191939218	85.78	113.81	2	1	4	5	2	2	1	1	1	9	.942791805329945	1	113.809997558594	85.7799987792969	1
10652	5.96786483667345	210.159434606487	172.875	2	2	4	5	3	2	1	1	1	1	1.14368540976092	1	172.875	210.159439086914	1
10648	4.15536784251418	223.090474286909	464.912	2	1	2	3	3	1	2	2	1	10	.796337333994018	1	464.911987304688	223.090469360352	2
10647	4.05211143990006	121.725	146.042	2	2	4	5	1	2	1	1	1	5	.776549211379633	1	146.042007446289	121.724998474121	1
10645	5.48128839398456	218.199493970138	218.907	2	2	4	5	1	2	1	1	1	2	1.05043759107425	1	218.906997680664	218.199493408203	1
10641	5.17514648537337	367.942795712854	669.54	1	1	1	3	2	2	2	2	1	3	.991768361160837	0	669.539978027344	367.942810058594	2
10640	3.97251960242602	173.377629437446	154.15	2	1	4	1	3	2	1	1	1	3	.761296181067058	1	154.149993896484	173.377624511719	1
10640	4.54300936440602	1114.96272997033	1184.99	2	1	4	5	3	1	3	3	1	6	.870625201587937	1	1184.98999023438	1114.96276855469	3
10628	4.06501709404157	474.825	228.7565	2	2	4	5	1	1	2	2	1	12	.779022459140601	1	228.756500244141	474.825012207031	2
10620	5.21749979765822	293.871292739295	495.21	1	1	1	3	1	2	4	2	3	10	.999884976841805	0	495.209991455078	293.871307373047	4
10617	5.04917472653141	260.775204129334	618.59	1	1	1	3	1	1	4	2	3	5	.967627053243788	0	618.590026855469	260.775207519531	4
10612	6.2385296058243	156.47	305.872	2	1	4	5	2	1	1	1	1	7	1.19555577812313	1	305.872009277344	156.470001220703	1
10611	4.46051219942181	234.775694374685	557.725	1	1	1	3	3	1	2	2	1	8	.854815392465037	0	557.724975585938	234.775695800781	2
10611	4.47018953933537	959.150358247598	1184.99	2	1	4	1	3	1	2	2	1	4	.856669964035831	1	1184.98999023438	959.150329589844	2
10610	4.77887685607075	354.623354600002	500.33	1	1	1	1	3	1	3	2	2	3	.915826997579722	0	500.329986572266	354.623352050781	3
10609	3.15546928052507	747.954880273725	500.394	2	1	4	5	3	1	2	2	1	2	.604716138158538	1	500.394012451172	747.954895019531	2
10608	9.15231390780784	259.69319070341	338.77	2	2	4	3	1	1	5	2	3	7	1.75395525340792	1	338.769989013672	259.693176269531	5
10601	4.51367214603743	68.745	143.01	2	2	4	5	1	2	1	1	1	8	.865002998416555	1	143.009994506836	68.745002746582	1
10598	3.79390403975062	141.64	106	2	1	4	3	2	2	1	1	1	4	.727066181129266	1	106	141.639999389648	1
10591	5.45060572343241	417.480895285061	1089.89487179487	1	1	1	1	3	1	2	2	1	3	1.0445575445914	0	1089.89489746094	417.480895996094	2
10589	5.061327141223	116.904377650804	175.362	2	2	4	5	1	2	1	1	1	6	.969955949717906	1	175.361999511719	116.90438079834	1
10588	4.77887685607075	602.476146885061	758.38	1	1	1	3	2	2	3	2	2	3	.915826997579722	0	758.380004882813	602.476135253906	3
10587	4.75460802139225	209.919692343347	248.8	2	1	2	3	1	2	3	2	2	2	.911176102679567	1	248.800003051758	209.919692993164	3
10587	4.03802078345765	461.857325997716	469.26	2	1	2	2	1	2	3	2	2	1	.773848869024674	1	469.260009765625	461.857330322266	3
10586	11.8783651743568	466.167608400869	1184.99	1	1	1	1	2	1	2	2	1	7	2.27637745048135	0	1184.98999023438	466.167602539063	2
10586	3.79237051178035	98.945	125.052	2	1	4	5	1	1	1	1	1	6	.726772294854516	1	125.052001953125	98.9449996948242	1
10578	5.73808382268707	213.250974892583	346.42	1	1	1	2	3	1	1	1	1	2	1.09965003021925	0	346.420013427734	213.2509765625	1
